ZIP,Population_gt18_c,Laborer_c,Unemployment_c,Median_male_income,Median_female_income,Civilian_pop,Uninsured_c,Females_c,Commuters_c,Drive_alone_c,Carpooled_c,Pub_trans_c,Walked_c,Home_c,Travel_time,Median_income,Laborer_p,Unemployment_p,Uninsured_p,Females_p,Drive_alone_p,Carpooled_p,Pub_trans_p,Walked_p,Home_p,mpg_min,mpg_mean,mpg_max,mpg_std,curbwt_mean,mcycle_frac,hybrid_frac,mpd_std,mpd_max,mpd_min,mpd_mean,car_frac,truck_frac,suv_frac,msrp_std,msrp_max,msrp_mean,vehicles,msrp_min,gender_income_inequality
1864,11723.0,8495.0,629.0,82220.0,59896.0,14822.0,258.0,5805.0,7562.0,6407.0,502.0,197.0,98.0,308.0,30.9,105198.0,72.5,5.4,1.7,5805.0,84.7,6.6,2.6,1.3,4.1,0.0,18.354995602,51.0,7.10107670804,3615.63098256,0.22248667667,0.830444455942,107.55664641,17661.5,0.0,26.7561592591,46.4841930977,12.340249392,24.3183111709,11101.4146538,143000.0,25294.5620117,38654.0,0.0,22324.0
1867,18496.0,13216.0,755.0,85170.0,67479.0,24086.0,316.0,9891.0,12251.0,9740.0,831.0,843.0,199.0,529.0,29.0,102719.0,71.5,4.1,1.3,9891.0,79.5,6.8,6.9,1.6,4.3,0.0,20.0463878717,58.0,6.05166075356,3560.69265254,0.126621265528,1.11563601519,49.0020252849,3002.22,0.0,23.4895811232,56.9778583895,7.50316553164,23.9690633449,9538.9674168,133000.0,25395.6058999,58442.0,0.0,17691.0
1876,23164.0,16261.0,1076.0,66593.0,54422.0,28333.0,705.0,12225.0,14908.0,12957.0,1033.0,375.0,72.0,347.0,29.6,89498.0,70.2,4.6,2.5,12225.0,86.9,6.9,2.5,0.5,2.3,0.0,19.0226520255,51.0,6.77299922716,3550.37263349,0.273562836361,0.660897132704,105.821739061,23033.5,0.0,26.5498834162,51.9858872256,13.4582688841,22.0563232643,9606.91049591,124000.0,24031.9710586,78227.0,0.0,12171.0
1879,9279.0,6863.0,656.0,73696.0,52933.0,11484.0,418.0,4605.0,6115.0,5563.0,227.0,112.0,55.0,148.0,30.4,104888.0,74.0,7.1,3.6,4605.0,91.0,3.7,1.8,0.9,2.4,0.0,18.4894305584,51.0,7.48314512856,3550.85037527,0.251325483715,1.19809956621,47.5897152034,3817.64,0.0,25.9003983337,46.8704813055,15.3756110996,23.8105074709,9935.03332355,199000.0,24185.8775735,29046.0,0.0,20763.0
1880,20128.0,14957.0,1047.0,68540.0,57615.0,24608.0,419.0,10463.0,13617.0,10772.0,835.0,1235.0,150.0,545.0,28.7,86328.0,74.3,5.2,1.7,10463.0,79.1,6.1,9.1,1.1,4.0,0.0,19.4574564275,51.0,6.50533206005,3512.55573224,0.171483802575,0.748292956693,518.282550831,127183.0,0.0,26.8478064104,54.678389923,10.6117294921,23.2204658124,10109.7210374,423000.0,24481.8383064,64146.0,0.0,10925.0
1886,16400.0,11868.0,859.0,104121.0,72229.0,22027.0,307.0,8221.0,10821.0,9031.0,533.0,286.0,122.0,723.0,29.4,121136.0,72.4,5.2,1.4,8221.0,83.5,4.9,2.6,1.1,6.7,0.0,19.5909159677,58.0,6.79950978335,3562.25688783,0.302576946999,2.06256618871,48.0542133733,2431.16,0.0,26.9420820656,52.8265729799,9.2302778665,23.7388424751,10097.8018073,269000.0,25618.5849485,59489.0,0.0,31892.0
1887,17228.0,12668.0,785.0,75272.0,55589.0,22136.0,540.0,9098.0,11624.0,10137.0,691.0,419.0,56.0,313.0,28.1,99028.0,73.5,4.6,2.4,9098.0,87.2,5.9,3.6,0.5,2.7,0.0,18.5773934486,51.0,7.03173572362,3562.36795628,0.206604685261,0.738111899763,109.017795867,13129.97,0.0,26.8283351661,48.4104768569,13.8974974174,22.9731080676,9963.20097672,180000.0,24289.9296878,60018.0,0.0,19683.0
1890,15942.0,10107.0,571.0,125929.0,80816.0,21210.0,268.0,8478.0,9399.0,6679.0,727.0,893.0,284.0,715.0,28.1,128199.0,63.4,3.6,1.3,8478.0,71.1,7.7,9.5,3.0,7.6,0.0,19.961634349,51.0,6.28499086809,3607.79976256,0.0474871388999,2.48713889988,410.69930362,89731.0,0.0,23.6501741195,57.5840918085,5.4115552038,26.6739216462,12079.0435425,155000.0,28149.228334,50540.0,0.0,45113.0
1901,1851.0,1117.0,219.0,41375.0,41576.0,2147.0,76.0,1104.0,859.0,474.0,120.0,172.0,44.0,0.0,30.1,23432.0,60.3,11.8,3.5,1104.0,55.2,14.0,20.0,5.1,0.0,0.0,16.8863316111,51.0,9.49313395158,3272.75716299,0.37576326914,0.751526538281,255.919439072,10991.1,0.0,38.0974307186,52.1371535932,3.52278064819,11.2728980742,13992.2241686,105000.0,19672.6162518,2129.0,0.0,-201.0
1902,34681.0,22443.0,2896.0,41039.0,33464.0,44352.0,3598.0,18379.0,19193.0,12269.0,2235.0,2190.0,1176.0,562.0,28.7,36568.0,64.7,8.4,8.1,18379.0,63.9,11.6,11.4,6.1,2.9,0.0,20.4333914222,51.0,5.81729380089,3408.51970181,0.161357988834,0.27269500113,1493.33652991,360000.0,0.0,30.0655152161,58.1663278149,7.5563946171,23.006422048,8742.15597903,113000.0,22920.6280053,61974.0,0.0,7575.0
1904,15421.0,10651.0,865.0,60162.0,49142.0,18737.0,578.0,7942.0,9616.0,7653.0,699.0,532.0,272.0,251.0,25.9,75493.0,69.1,5.6,3.1,7942.0,79.6,7.3,5.5,2.8,2.6,0.0,19.7892240562,51.0,6.08477573604,3516.76288045,0.154484104399,0.468872808087,155.785976342,26252.66,0.0,22.727414695,54.321489552,11.1255657642,25.15651679,8547.91715957,95000.0,23680.2179039,36897.0,0.0,11020.0
1905,18774.0,12695.0,1474.0,38213.0,35154.0,24723.0,2015.0,9753.0,10937.0,7558.0,1392.0,832.0,400.0,374.0,26.4,41941.0,67.6,7.9,8.2,9753.0,69.1,12.7,7.6,3.7,3.4,0.0,19.9884309097,51.0,5.97826335064,3447.71082462,0.15304401961,0.277554408446,116.516859672,17163.5,0.0,24.0354359161,54.8338564499,9.4627895515,23.7633265026,8668.75631863,131000.0,22985.4219086,38551.0,0.0,3059.0
1906,22357.0,15142.0,1329.0,62599.0,51698.0,26601.0,892.0,11958.0,13550.0,11056.0,941.0,902.0,137.0,375.0,27.9,75910.0,67.7,5.9,3.4,11958.0,81.6,6.9,6.7,1.0,2.8,0.0,19.011722858,51.0,6.45210859222,3558.72254872,0.272193009589,0.389730900093,319.924395529,66634.0,0.0,24.3327160532,54.2329106093,11.7104856171,23.2431178472,10192.3274807,199000.0,24695.6541912,64660.0,0.0,10901.0
1907,11250.0,7761.0,447.0,86250.0,55293.0,13726.0,209.0,6460.0,7151.0,5445.0,304.0,834.0,214.0,231.0,29.8,93229.0,69.0,4.0,1.5,6460.0,76.1,4.3,11.7,3.0,3.2,0.0,19.9474500809,51.0,6.19392407857,3503.83162439,0.0708310847275,1.2648407987,98.5876689325,13213.0,0.0,21.9284447518,58.8774959525,6.45912034539,25.6678359417,11408.5695716,159000.0,26388.7277388,29648.0,0.0,30957.0
1908,2964.0,1936.0,103.0,77500.0,61133.0,3379.0,61.0,1632.0,1805.0,1404.0,73.0,198.0,41.0,79.0,30.8,70750.0,65.3,3.5,1.8,1632.0,77.8,4.0,11.0,2.3,4.4,0.0,20.2165749433,54.0,6.99529459472,3472.49919068,0.145678213014,2.83263191972,71.8246257913,3319.8,0.0,22.2701278731,60.6506960181,8.80543865329,22.8876659113,10322.9917354,179000.0,25353.9980576,6178.0,0.0,16367.0
1913,13337.0,9953.0,788.0,66511.0,50016.0,16043.0,531.0,7020.0,8993.0,7156.0,608.0,320.0,233.0,591.0,30.1,80062.0,74.6,5.9,3.3,7020.0,79.6,6.8,3.6,2.6,6.6,0.0,19.6816502463,51.0,6.58980088635,3483.72844828,0.243739737274,0.856937602627,320.553689435,59906.0,0.0,29.89821172,53.9331896552,13.9342159278,21.6107348112,8744.93979216,100000.0,23218.3908046,38976.0,0.0,16495.0
1915,33384.0,22534.0,1485.0,62604.0,48543.0,39158.0,1621.0,18128.0,20827.0,15674.0,1209.0,1373.0,1336.0,1082.0,25.8,67958.0,67.5,4.4,4.1,18128.0,75.3,5.8,6.6,6.4,5.2,0.0,19.9252945516,58.0,6.53129811736,3449.65235082,0.395716425585,0.928927541416,259.823934237,71883.0,0.0,24.12904022,57.6013324689,10.3042768674,21.8191777147,9631.47661567,150000.0,23852.1764403,89458.0,0.0,14061.0
1921,6238.0,4488.0,325.0,105690.0,67882.0,7990.0,112.0,3167.0,4080.0,3244.0,221.0,143.0,29.0,419.0,32.2,134263.0,71.9,5.2,1.4,3167.0,79.5,5.4,3.5,0.7,10.3,0.0,18.7468572043,51.0,6.39406520125,3735.04888793,0.107446008381,1.49349951649,116.741144397,12933.0,0.0,29.3960621038,51.0690877834,10.4330074138,28.3388847104,13000.1450227,171000.0,29740.4641668,18614.0,0.0,37808.0
1922,2304.0,1659.0,77.0,84375.0,46250.0,3000.0,129.0,1114.0,1501.0,1324.0,0.0,31.0,26.0,120.0,25.6,107304.0,72.0,3.3,4.3,1114.0,88.2,0.0,2.1,1.7,8.0,0.0,18.3557858377,51.0,7.84692337519,3537.13298791,0.0690846286701,1.62348877375,280.229839552,19486.0,0.0,32.8737927461,45.6131260794,16.4766839378,22.3488773748,10538.9514085,102000.0,24674.4386874,5790.0,0.0,38125.0
1923,21541.0,15212.0,1212.0,64785.0,54361.0,25995.0,566.0,11376.0,13731.0,11571.0,1054.0,345.0,174.0,493.0,25.1,79183.0,70.6,5.6,2.2,11376.0,84.3,7.7,2.5,1.3,3.6,0.0,19.1956837193,51.0,6.7998300431,3534.49610197,0.23758037899,0.681443122973,167.396051966,31141.0,0.0,24.7245013657,53.4442041769,11.4550731235,21.3054117111,9830.81344769,170000.0,24378.5494793,70292.0,0.0,10424.0
1929,2907.0,2173.0,82.0,72188.0,44856.0,3520.0,158.0,1500.0,1969.0,1559.0,96.0,104.0,37.0,160.0,26.2,82009.0,74.8,2.8,4.5,1500.0,79.2,4.9,5.3,1.9,8.1,0.0,16.3431774679,51.0,8.13050452701,3534.15367788,0.232430954334,1.29887886246,55.1519481455,1867.89,0.0,26.0093040744,36.245556467,23.9677331146,22.7235438884,11804.8101485,178000.0,23878.1788351,7314.0,0.0,27332.0
1930,24072.0,15856.0,1505.0,56999.0,42428.0,28706.0,972.0,12973.0,13958.0,10292.0,1383.0,542.0,745.0,775.0,24.3,62059.0,65.9,6.3,3.4,12973.0,73.7,9.9,3.9,5.3,5.6,0.0,19.3748020542,58.0,6.95374455764,3452.80824047,0.293033787684,1.25797333097,225.800628357,55536.0,0.0,25.3120530125,52.935517767,15.1223194068,21.6430611671,9576.39574311,168000.0,23526.558037,67569.0,0.0,14571.0
1937,61.0,0.0,0.0,,,61.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,16.0,,,,,,0.0,12.5294117647,47.0,9.49904203857,4126.47058824,0.0,0.980392156863,32.0388429071,139.05,0.0,21.1825490196,21.568627451,14.7058823529,16.6666666667,16777.3687136,82000.0,29156.8627451,102.0,0.0,
1938,10904.0,7619.0,585.0,78188.0,56700.0,13209.0,279.0,5497.0,6802.0,5263.0,360.0,409.0,248.0,480.0,31.4,82847.0,69.9,5.4,2.1,5497.0,77.4,5.3,6.0,3.6,7.1,0.0,18.991934782,51.0,7.2955077298,3486.86645972,0.208883344454,1.44767762337,80.4900484479,10769.23,0.0,25.667912327,52.3629928341,14.4622704459,21.3061011344,10846.095782,124000.0,24516.8412196,34469.0,0.0,21488.0
1940,9530.0,6578.0,261.0,76806.0,55932.0,12019.0,129.0,4850.0,6177.0,5164.0,231.0,131.0,77.0,554.0,27.9,103379.0,69.0,2.7,1.1,4850.0,83.6,3.7,2.1,1.2,9.0,0.0,18.8823262312,51.0,6.19713115578,3675.77017115,0.132727907789,0.953545232274,117.812859189,17841.0,0.0,25.4952326231,55.4662940971,7.37687740133,26.2836185819,13383.9182865,217000.0,29031.3657003,28630.0,0.0,20874.0
1944,3996.0,2551.0,194.0,106335.0,68060.0,5148.0,71.0,2028.0,2357.0,1529.0,156.0,219.0,82.0,341.0,34.4,117063.0,63.8,4.9,1.4,2028.0,64.9,6.6,9.3,3.5,14.5,0.0,19.3756817166,51.0,6.48548082265,3625.74877068,0.0804649083594,2.08314707197,61.5136969754,2840.43,0.0,25.5381448368,56.4506034868,9.22664282521,26.4371926688,12380.3135411,131000.0,28847.2060796,11185.0,0.0,38275.0
1945,15324.0,10586.0,625.0,101193.0,64447.0,19765.0,197.0,8157.0,9611.0,7055.0,466.0,419.0,426.0,1001.0,30.8,105090.0,69.1,4.1,1.0,8157.0,73.4,4.8,4.4,4.4,10.4,0.0,19.5292802035,51.0,6.52569357713,3567.5558109,0.155942219304,2.18934668418,457.248359853,100000.0,0.0,23.4791273391,55.3943696651,6.70961917269,28.1393630991,12212.2356761,645000.0,27703.1557781,48736.0,0.0,36746.0
1949,7277.0,4172.0,328.0,63341.0,52250.0,7472.0,85.0,2926.0,3782.0,3254.0,137.0,125.0,20.0,218.0,30.1,97314.0,57.3,4.5,1.1,2926.0,86.0,3.6,3.3,0.5,5.8,0.0,17.4837685444,51.0,7.61081115052,3610.198719,0.355832922757,0.788306782723,626.400611832,81385.0,0.0,30.805598073,42.1634641704,17.4577106257,25.3626758636,12269.0559299,132000.0,25982.0441233,18267.0,0.0,11091.0
1950,14363.0,9923.0,634.0,82134.0,62796.0,17198.0,595.0,7718.0,9060.0,6735.0,466.0,520.0,427.0,730.0,32.8,83509.0,69.1,4.4,3.5,7718.0,74.3,5.1,5.7,4.7,8.1,0.0,20.0890150204,51.0,6.61907819299,3473.3347177,0.115364204795,1.64740084447,62.2964380777,5383.76,0.0,27.2615285757,57.7305553633,9.6582912254,23.075148243,10176.0060776,207000.0,25013.0130823,43341.0,0.0,19338.0
1951,3030.0,1997.0,190.0,90330.0,48359.0,3644.0,80.0,1537.0,1780.0,1355.0,34.0,104.0,28.0,215.0,31.9,67219.0,65.9,6.3,2.2,1537.0,76.1,1.9,5.8,1.6,12.1,0.0,17.7676212894,51.0,8.35732579589,3400.2223094,0.0784621420165,1.8830914084,170.412158796,12358.0,0.0,30.0858951223,46.0703543873,18.5301425396,20.413233948,11297.6000393,95000.0,23597.4892115,7647.0,0.0,41971.0
1952,6967.0,5026.0,394.0,61006.0,44747.0,8266.0,530.0,3626.0,4519.0,3775.0,338.0,68.0,23.0,256.0,28.6,73384.0,72.1,5.7,6.4,3626.0,83.5,7.5,1.5,0.5,5.7,0.0,18.1223353985,51.0,7.56785341283,3489.45710385,0.252021421821,0.493541951066,161.66012862,20533.93,0.0,27.8989467605,47.0177465085,20.5082432007,18.8806048514,9714.32807636,135000.0,22752.0214218,19046.0,0.0,16259.0
1960,42029.0,27773.0,1891.0,56164.0,45138.0,50559.0,1672.0,22866.0,25157.0,21380.0,1789.0,551.0,411.0,785.0,25.2,66997.0,66.1,4.5,3.3,22866.0,85.0,7.1,2.2,1.6,3.1,0.0,19.5594220767,51.0,6.5115045212,3456.77595839,0.246580620304,0.501637449432,261.933723147,86678.0,0.0,24.133853901,57.0418031208,10.0951647081,21.3646696205,9668.40334213,159000.0,23766.9890195,129775.0,0.0,11026.0
1966,6003.0,3667.0,212.0,63717.0,53638.0,6949.0,193.0,3276.0,3270.0,2271.0,277.0,216.0,197.0,279.0,28.9,68488.0,61.1,3.5,2.8,3276.0,69.4,8.5,6.6,6.0,8.5,0.0,20.0291787695,58.0,7.07716712482,3432.45312913,0.125429099551,2.03987325059,157.087441887,15487.03,0.0,26.4782486137,56.8325851598,15.3221547399,19.0388170055,9144.99766853,134000.0,23487.1270135,15148.0,0.0,10079.0
1969,4582.0,3272.0,151.0,74038.0,45568.0,5806.0,44.0,2377.0,3085.0,2594.0,158.0,33.0,182.0,118.0,30.9,87946.0,71.4,3.3,0.8,2377.0,84.1,5.1,1.1,5.9,3.8,0.0,17.3960952314,51.0,7.74414406539,3523.96937987,0.344125289697,0.463515696327,72.5008287559,5620.32,0.0,28.3042060538,40.3609804059,19.706440059,22.7614298757,10745.9881361,115000.0,23866.7041225,14239.0,0.0,28470.0
1970,34516.0,24511.0,2517.0,53513.0,45476.0,41434.0,2235.0,18436.0,21539.0,14423.0,2068.0,2317.0,1455.0,825.0,28.4,56530.0,71.0,7.3,5.4,18436.0,67.0,9.6,10.8,6.8,3.8,0.0,20.5083903273,54.0,6.32177419925,3394.00219834,0.228382999511,0.928187591597,100.762020558,18987.34,0.0,21.752956766,60.5410356619,9.00708353688,21.372740596,9042.16325288,173000.0,23163.629702,81880.0,0.0,8037.0
1982,5870.0,4048.0,308.0,92730.0,67063.0,7933.0,84.0,3089.0,3640.0,2612.0,282.0,158.0,178.0,369.0,25.6,105100.0,69.0,5.2,1.1,3089.0,71.8,7.7,4.3,4.9,10.1,0.0,19.4949848024,51.0,6.55339662276,3606.39057751,0.0607902735562,1.57294832827,96.5903656111,9409.55,0.0,26.192850304,53.2598784195,10.4407294833,25.311550152,10341.4181917,153000.0,26329.2553191,13160.0,0.0,25667.0
1983,4570.0,3195.0,119.0,100000.0,64153.0,6017.0,109.0,2282.0,2961.0,2473.0,129.0,68.0,27.0,245.0,31.4,117771.0,69.9,2.6,1.8,2282.0,83.5,4.4,2.3,0.9,8.3,0.0,18.8135160749,51.0,6.86208010336,3606.41539695,0.058321790479,1.4799154334,72.1602442592,5955.45,0.0,27.0201181016,50.8566012977,9.86367281476,25.9167456441,12183.4756523,130000.0,27096.2309543,13717.0,0.0,35847.0
1984,4141.0,2678.0,222.0,107500.0,48909.0,4892.0,79.0,2234.0,2430.0,1563.0,133.0,81.0,412.0,214.0,25.5,143182.0,64.7,5.4,1.6,2234.0,64.3,5.5,3.3,17.0,8.8,0.0,19.0809070958,51.0,6.68138839532,3583.49670812,0.0146305779078,1.22896854426,67.7429707157,3691.67,0.0,25.03582297,53.3577176298,8.38332114119,25.398683248,11529.7231696,116000.0,27149.3782004,6835.0,0.0,58591.0
1985,3213.0,2249.0,170.0,105486.0,59583.0,4263.0,16.0,1595.0,2060.0,1665.0,95.0,33.0,28.0,230.0,29.9,112569.0,70.0,5.3,0.4,1595.0,80.8,4.6,1.6,1.4,11.2,0.0,19.0417050691,58.0,6.83036353142,3626.60138249,0.0691244239631,1.49769585253,47.6571278731,2103.0,0.0,29.0582430876,49.1820276498,15.9562211982,24.3894009217,9871.67678035,86000.0,26242.9723502,8680.0,0.0,45903.0
2019,13016.0,9804.0,679.0,62450.0,46889.0,16300.0,382.0,6787.0,8877.0,7826.0,552.0,243.0,46.0,192.0,33.1,82859.0,75.3,5.2,2.3,6787.0,88.2,6.2,2.7,0.5,2.2,0.0,19.1147091641,51.0,6.93077359087,3504.8003687,0.25711929365,0.671906078688,142.999285522,24471.35,0.0,27.5488934168,51.1667394363,15.9826323194,21.0134381216,9025.20315407,99000.0,23212.5115219,41226.0,0.0,15561.0
2021,16983.0,11177.0,787.0,77445.0,58805.0,21254.0,531.0,9167.0,10131.0,7918.0,520.0,1268.0,71.0,311.0,32.1,90259.0,65.8,4.6,2.5,9167.0,78.2,5.1,12.5,0.7,3.1,0.0,19.0449797223,51.0,6.72868476016,3627.7954318,0.0684703032005,0.984918976808,137.666720183,21119.0,0.0,28.099809161,51.9777383732,9.63675626328,23.8223985674,11361.2365031,303000.0,25905.0369564,56959.0,0.0,18640.0
2025,5911.0,3845.0,182.0,140637.0,82940.0,7695.0,137.0,2952.0,3560.0,2647.0,93.0,503.0,53.0,238.0,35.6,120508.0,65.0,3.1,1.8,2952.0,74.4,2.6,14.1,1.5,6.7,0.0,18.2246268657,51.0,6.56434729232,3721.90298507,0.149253731343,2.15174129353,131.862954291,14261.5,0.0,26.1461865672,45.4228855721,9.04850746269,35.4975124378,13241.2118675,130000.0,29515.5472637,16080.0,0.0,57697.0
2026,20263.0,13174.0,906.0,69147.0,54220.0,23764.0,664.0,10468.0,11831.0,8771.0,1057.0,1121.0,322.0,434.0,29.4,82193.0,65.0,4.5,2.8,10468.0,74.1,8.9,9.5,2.7,3.7,0.0,19.9516580954,51.0,6.37177232194,3516.73523674,0.120588756872,1.12608618549,109.824660506,19917.0,0.0,23.7763537861,57.7176804398,9.04593012946,22.3887214045,9991.8949409,219000.0,24701.4541585,56390.0,0.0,14927.0
2030,4181.0,2712.0,120.0,159179.0,105987.0,5608.0,73.0,2034.0,2510.0,1856.0,165.0,164.0,22.0,262.0,33.0,187598.0,64.9,2.9,1.3,2034.0,73.9,6.6,6.5,0.9,10.4,0.0,18.294103373,51.0,6.3329826176,3820.17309714,0.153684380814,3.16266278411,407.496460647,44772.5,0.0,28.9207304052,47.9576154655,5.58116961902,37.3938364475,16606.5461458,283000.0,33760.1714794,12363.0,0.0,53192.0
2032,2888.0,1904.0,120.0,62000.0,46658.0,3536.0,55.0,1428.0,1770.0,1464.0,254.0,18.0,0.0,34.0,26.0,73800.0,65.9,4.2,1.6,1428.0,82.7,14.4,1.0,0.0,1.9,0.0,19.94786467,51.0,6.1923407125,3561.73044925,0.069328896284,0.901275651692,50.4142795052,1947.97,0.0,25.2117803661,52.05213533,9.42872989462,24.0155296728,9160.13993994,76000.0,24650.4437049,7212.0,0.0,15342.0
2035,13251.0,9569.0,517.0,75605.0,50088.0,16803.0,521.0,6918.0,8909.0,7311.0,549.0,433.0,119.0,427.0,30.4,90914.0,72.2,3.9,3.1,6918.0,82.1,6.2,4.9,1.3,4.8,0.0,19.0565350098,51.0,6.9161193765,3542.98665209,0.220946653911,0.735729579518,70.3991943188,8033.18,0.0,26.9620618651,50.6651177623,13.3479112569,21.5183818505,10228.3869472,182000.0,24099.5171063,43902.0,0.0,25517.0
2038,23699.0,17550.0,1197.0,80492.0,50486.0,31647.0,712.0,12263.0,16015.0,12415.0,1034.0,1308.0,279.0,888.0,32.8,97267.0,74.1,5.1,2.2,12263.0,77.5,6.5,8.2,1.7,5.5,0.0,19.3657708887,51.0,6.46932078131,3584.14328953,0.208330603635,0.925040290353,180.50265263,41391.67,0.0,29.222195988,50.9728646113,10.833191389,25.0075339684,9904.62661428,183000.0,24926.7305198,76321.0,0.0,30006.0
2043,16969.0,10708.0,677.0,122083.0,62122.0,21921.0,423.0,9234.0,9822.0,7015.0,514.0,1406.0,184.0,626.0,34.3,101268.0,63.1,4.0,1.9,9234.0,71.4,5.2,14.3,1.9,6.4,0.0,18.826321048,57.0,6.38502378954,3719.73616045,0.044404973357,1.7539964476,65.239397605,8680.33,0.0,24.6028012137,49.3043220841,8.55535820012,31.4109680284,12030.9481609,168000.0,28171.3291889,54048.0,0.0,59961.0
2045,8957.0,6299.0,524.0,64102.0,52168.0,10324.0,406.0,5145.0,5640.0,4231.0,386.0,388.0,200.0,246.0,35.2,73396.0,70.3,5.9,3.9,5145.0,75.0,6.8,6.9,3.5,4.4,0.0,19.7829881045,58.0,6.36509988498,3540.80282919,0.114821108713,1.33192486107,119.955544864,15249.43,0.0,26.2220534607,54.6318835255,12.6716575575,23.8781977679,8722.56621182,96000.0,24195.0580995,21773.0,0.0,11934.0
2047,136.0,26.0,0.0,,,136.0,0.0,66.0,26.0,26.0,0.0,0.0,0.0,0.0,,31190.0,19.1,0.0,0.0,66.0,100.0,0.0,0.0,0.0,0.0,0.0,18.9111111111,36.0,6.61022310554,3576.54320988,0.0,0.246913580247,107.338191885,2040.82,0.0,29.7488888889,56.7901234568,13.5802469136,19.7530864198,10928.5681701,75000.0,26513.5802469,405.0,0.0,
2048,17289.0,13508.0,1016.0,71991.0,49216.0,23180.0,777.0,8631.0,12280.0,9250.0,1196.0,1179.0,64.0,536.0,34.5,94512.0,78.1,5.9,3.4,8631.0,75.3,9.7,9.6,0.5,4.4,0.0,19.6110308929,51.0,6.48805439209,3543.76704637,0.142610121753,0.980444587055,79.7061373232,7673.5,0.0,29.1038481559,53.1739665223,11.0843717133,22.8372283723,9552.67296307,175000.0,24435.6204432,56097.0,0.0,22775.0
2050,19842.0,14400.0,828.0,76040.0,54475.0,25485.0,546.0,10254.0,13270.0,11130.0,824.0,468.0,20.0,781.0,37.4,90561.0,72.6,4.2,2.1,10254.0,83.9,6.2,3.5,0.2,5.9,0.0,18.8238350884,51.0,6.28164626656,3669.71746163,0.15142129534,0.789799710923,138.94454691,25855.53,0.0,29.7027131943,47.143643747,13.8103104137,29.0574024365,9861.71757205,115000.0,25665.6858696,58116.0,0.0,21565.0
2052,9040.0,6250.0,305.0,99695.0,71045.0,11982.0,66.0,4541.0,5923.0,4670.0,146.0,423.0,94.0,556.0,33.1,124567.0,69.1,3.4,0.6,4541.0,78.8,2.5,7.1,1.6,9.4,0.0,19.2294710068,51.0,6.02162806242,3684.05458358,0.120303853161,1.42645997319,71.0761803884,9396.0,0.0,26.7272849139,48.7333722889,7.85756023786,31.5677310693,11065.5921726,148000.0,27758.4642354,29093.0,0.0,28650.0
2053,9804.0,7159.0,585.0,90679.0,58638.0,12631.0,197.0,5080.0,6425.0,5405.0,384.0,203.0,31.0,362.0,33.8,108181.0,73.0,6.0,1.6,5080.0,84.1,6.0,3.2,0.5,5.6,0.0,19.0769994237,51.0,6.8553389245,3568.4478453,0.169686879682,1.04693603125,143.982545399,21853.0,0.0,27.6903422552,49.7086508292,13.2003585836,23.9962860985,9758.7381585,96000.0,24788.6918102,31234.0,0.0,32041.0
2054,6131.0,4481.0,338.0,66667.0,55282.0,7871.0,232.0,3091.0,3986.0,3481.0,65.0,87.0,57.0,240.0,32.8,92972.0,73.1,5.5,2.9,3091.0,87.3,1.6,2.2,1.4,6.0,0.0,18.8897302414,51.0,7.38915339823,3488.51553873,0.583688278908,1.23573644634,93.0725064483,6833.27,0.0,26.8591796813,47.1683230794,14.550139349,23.3212388915,9485.75392953,86000.0,23438.6601462,19017.0,0.0,11385.0
2056,8993.0,4788.0,237.0,107454.0,68370.0,9091.0,163.0,3361.0,4438.0,3367.0,217.0,586.0,20.0,225.0,35.8,128224.0,53.2,2.6,1.8,3361.0,75.9,4.9,13.2,0.5,5.1,0.0,17.8050888781,51.0,7.58487155026,3510.51021765,0.115253335698,1.14366771577,439.433557329,61893.0,0.0,31.3112327674,43.7342080766,12.4872556408,26.6235205461,11635.36729,115000.0,25112.5936433,22559.0,0.0,39084.0
2061,7724.0,5083.0,349.0,97684.0,64125.0,10308.0,130.0,3844.0,4601.0,3580.0,349.0,353.0,41.0,247.0,37.1,114213.0,65.8,4.5,1.3,3844.0,77.8,7.6,7.7,0.9,5.4,0.0,18.003978004,51.0,6.96828561812,3696.28329628,0.0858000858001,1.3533013533,178.422113502,26470.76,0.0,29.2445138645,44.85004485,12.2304122304,29.7531297531,12305.7630457,168000.0,27557.5055575,25641.0,0.0,33559.0
2062,23288.0,16143.0,936.0,64812.0,52469.0,28171.0,854.0,11809.0,15015.0,11633.0,820.0,1648.0,444.0,414.0,28.4,75795.0,69.3,4.0,3.0,11809.0,77.5,5.5,11.0,3.0,2.8,0.0,20.0042108763,51.0,6.36129656133,3536.60414993,0.0983461229465,0.689808017287,77.1522735505,10080.27,0.0,26.2293119927,56.7651051334,9.00490345458,19.7925035321,9038.43067392,211000.0,23956.9631825,72194.0,0.0,12343.0
2066,13543.0,9187.0,547.0,72367.0,57060.0,17558.0,420.0,7174.0,8486.0,6602.0,470.0,784.0,65.0,475.0,38.6,95192.0,67.8,4.0,2.4,7174.0,77.8,5.5,9.2,0.8,5.6,0.0,18.9025672076,51.0,6.26899308947,3676.41801889,0.133204165658,1.3005570356,140.149253845,20629.0,0.0,26.8360535239,47.302010172,12.5938483894,29.600387503,10332.9541883,135000.0,26471.1552434,41290.0,0.0,15307.0
